Chromosome,Feature,Start,End,Strand,ID_gene,Start-2000,End+2000,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr05,gene,25918401,25935287,-,Os05g0521300,25916401,25937287,chr05,25932501,25933000,500,hypo,Os05g0521300,100,TRUE,BGI (CG context)
chr05,gene,26334144,26337301,-,Os05g0530300,26332144,26339301,chr05,26336001,26336500,500,hyper,Os05g0530300,100,TRUE,BGI (CG context)
chr05,gene,26334219,26337336,+,Os05g0530350,26332219,26339336,chr05,26336001,26336500,500,hyper,Os05g0530350,100,TRUE,BGI (CG context)
chr05,gene,28351859,28356807,-,Os05g0569700,28349859,28358807,chr05,28352501,28353000,500,hyper,Os05g0569700,100,TRUE,BGI (CG context)
chr05,gene,28352140,28356808,+,Os05g0569750,28350140,28358808,chr05,28352501,28353000,500,hyper,Os05g0569750,100,TRUE,BGI (CG context)
chr05,gene,28795466,28801237,+,Os05g0578500,28793466,28803237,chr05,28799001,28799500,500,hyper,Os05g0578500,100,TRUE,BGI (CG context)
chr05,gene,29244069,29249086,-,Os05g0587100,29242069,29251086,chr05,29246501,29247000,500,hypo,Os05g0587100,100,TRUE,BGI (CG context)
chr05,gene,29495935,29499457,-,Os05g0592100,29493935,29501457,chr05,29496501,29497000,500,hyper,Os05g0592100,100,TRUE,BGI (CG context)
chr06,gene,864345,866968,-,Os06g0115400,862345,868968,chr06,866001,866500,500,hyper,Os06g0115400,100,TRUE,BGI (CG context)
chr06,gene,871774,875187,+,Os06g0115600,869774,877187,chr06,873501,874000,500,hyper,Os06g0115600,100,TRUE,BGI (CG context)
chr06,gene,1492909,1502583,-,Os06g0128300,1490909,1504583,chr06,1493001,1493500,500,hyper,Os06g0128300,100,TRUE,BGI (CG context)
chr06,gene,3145477,3147598,+,Os06g0162500,3143477,3149598,chr06,3146001,3146500,500,hyper,Os06g0162500,100,TRUE,BGI (CG context)
chr06,gene,3360524,3363523,+,Os06g0166900,3358524,3365523,chr06,3363001,3363500,500,hyper,Os06g0166900,100,TRUE,BGI (CG context)
chr06,gene,5939282,5943507,+,Os06g0216966,5937282,5945507,chr06,5941501,5942000,500,hypo,Os06g0216966,100,TRUE,BGI (CG context)
chr06,gene,5952599,5963309,-,Os06g0217300,5950599,5965309,chr06,5959001,5959500,500,hyper,Os06g0217300,100,TRUE,BGI (CG context)
chr06,gene,6046735,6050762,-,Os06g0218200,6044735,6052762,chr06,6049501,6050000,500,hypo,Os06g0218200,100,TRUE,BGI (CG context)
chr06,gene,7333167,7336677,+,Os06g0241200,7331167,7338677,chr06,7335001,7335500,500,hyper,Os06g0241200,100,TRUE,BGI (CG context)
chr06,gene,7341809,7344913,-,Os06g0241400,7339809,7346913,chr06,7343001,7343500,500,hypo,Os06g0241400,100,TRUE,BGI (CG context)
chr06,gene,7591680,7593322,-,Os06g0246000,7589680,7595322,chr06,7591501,7592000,500,hyper,Os06g0246000,64.2,TRUE,BGI (CG context)
chr06,gene,8882614,8884817,+,Os06g0267500,8880614,8886817,chr06,8884001,8884500,500,hyper,Os06g0267500,100,TRUE,BGI (CG context)
chr06,gene,10375846,10380216,+,Os06g0286500,10373846,10382216,chr06,10377001,10377500,500,hyper,Os06g0286500,100,TRUE,BGI (CG context)
chr06,gene,11461523,11464787,+,Os06g0303800,11459523,11466787,chr06,11463501,11464000,500,hypo,Os06g0303800,100,TRUE,BGI (CG context)
chr06,gene,11486965,11494270,-,Os06g0304600,11484965,11496270,chr06,11490501,11491000,500,hypo,Os06g0304600,100,TRUE,BGI (CG context)
chr06,gene,11988794,11989718,-,Os06g0313440,11986794,11991718,chr06,11989001,11989500,500,hypo,Os06g0313440,100,TRUE,BGI (CG context)
chr06,gene,13162901,13171017,+,Os06g0332400,13160901,13173017,chr06,13170001,13170500,500,hyper,Os06g0332400,100,TRUE,BGI (CG context)
chr06,gene,14880277,14892856,-,Os06g0360300,14878277,14894856,chr06,14890501,14891000,500,hypo,Os06g0360300,100,TRUE,BGI (CG context)
chr06,gene,16676478,16683024,+,Os06g0486900,16674478,16685024,chr06,16679501,16680000,500,hypo,Os06g0486900,100,TRUE,BGI (CG context)
chr06,gene,19838860,19842519,-,Os06g0531600,19836860,19844519,chr06,19840501,19841000,500,hyper,Os06g0531600,100,TRUE,BGI (CG context)
chr06,gene,20592028,20593494,-,Os06g0545400,20590028,20595494,chr06,20593001,20593500,500,hypo,Os06g0545400,98.8,TRUE,BGI (CG context)
chr06,gene,20592130,20597712,+,Os06g0545601,20590130,20599712,chr06,20593001,20593500,500,hypo,Os06g0545601,100,TRUE,BGI (CG context)
chr06,gene,21982654,21992533,-,Os06g0568600,21980654,21994533,chr06,21991001,21991500,500,hypo,Os06g0568600,100,TRUE,BGI (CG context)
chr06,gene,21982654,21992533,-,Os06g0568600,21980654,21994533,chr06,21991501,21992000,500,hyper,Os06g0568600,100,TRUE,BGI (CG context)
chr06,gene,22281790,22288023,-,Os06g0574332,22279790,22290023,chr06,22287501,22288000,500,hypo,Os06g0574332,100,TRUE,BGI (CG context)
chr06,gene,24982296,24986652,+,Os06g0621900,24980296,24988652,chr06,24984501,24985000,500,hyper,Os06g0621900,100,TRUE,BGI (CG context)
chr06,gene,24983916,24986451,-,Os06g0621950,24981916,24988451,chr06,24984501,24985000,500,hyper,Os06g0621950,100,TRUE,BGI (CG context)
chr06,gene,25708677,25710709,+,Os06g0634000,25706677,25712709,chr06,25710001,25710500,500,hyper,Os06g0634000,100,TRUE,BGI (CG context)
chr06,gene,25928040,25930601,-,Os06g0638100,25926040,25932601,chr06,25929501,25930000,500,hyper,Os06g0638100,100,TRUE,BGI (CG context)
chr06,gene,26022263,26029047,-,Os06g0639700,26020263,26031047,chr06,26023501,26024000,500,hyper,Os06g0639700,100,TRUE,BGI (CG context)
chr06,gene,26022267,26029240,+,Os06g0639800,26020267,26031240,chr06,26023501,26024000,500,hyper,Os06g0639800,100,TRUE,BGI (CG context)
chr06,gene,27275526,27278844,-,Os06g0661800,27273526,27280844,chr06,27277001,27277500,500,hyper,Os06g0661800,100,TRUE,BGI (CG context)
chr06,gene,27374250,27378448,-,Os06g0663300,27372250,27380448,chr06,27377501,27378000,500,hyper,Os06g0663300,100,TRUE,BGI (CG context)
chr06,gene,27428890,27431107,-,Os06g0664200,27426890,27433107,chr06,27429501,27430000,500,hyper,Os06g0664200,100,TRUE,BGI (CG context)
chr06,gene,27652731,27656723,-,Os06g0667400,27650731,27658723,chr06,27655001,27655500,500,hyper,Os06g0667400,100,TRUE,BGI (CG context)
chr06,gene,28059549,28065154,-,Os06g0676000,28057549,28067154,chr06,28059501,28060000,500,hyper,Os06g0676000,90.4,TRUE,BGI (CG context)
chr06,gene,28158519,28164557,-,Os06g0677800,28156519,28166557,chr06,28162501,28163000,500,hyper,Os06g0677800,100,TRUE,BGI (CG context)
chr06,gene,28658265,28662368,-,Os06g0687400,28656265,28664368,chr06,28661501,28662000,500,hyper,Os06g0687400,100,TRUE,BGI (CG context)
chr06,gene,29679418,29682499,-,Os06g0703200,29677418,29684499,chr06,29680001,29680500,500,hyper,Os06g0703200,100,TRUE,BGI (CG context)
chr07,gene,471234,477655,-,Os07g0108900,469234,479655,chr07,472001,472500,500,hyper,Os07g0108900,100,TRUE,BGI (CG context)
chr07,gene,1105853,1112293,+,Os07g0120900,1103853,1114293,chr07,1109501,1110000,500,hyper,Os07g0120900,100,TRUE,BGI (CG context)
chr07,gene,1566125,1572085,+,Os07g0129700,1564125,1574085,chr07,1568501,1569000,500,hyper,Os07g0129700,100,TRUE,BGI (CG context)
chr07,gene,1851404,1856142,+,Os07g0134600,1849404,1858142,chr07,1853501,1854000,500,hyper,Os07g0134600,100,TRUE,BGI (CG context)
chr07,gene,1852481,1856002,-,Os07g0134650,1850481,1858002,chr07,1853501,1854000,500,hyper,Os07g0134650,100,TRUE,BGI (CG context)
chr07,gene,1856642,1860562,+,Os07g0134700,1854642,1862562,chr07,1859501,1860000,500,hyper,Os07g0134700,100,TRUE,BGI (CG context)
chr07,gene,2885058,2892760,-,Os07g0154400,2883058,2894760,chr07,2885501,2886000,500,hypo,Os07g0154400,100,TRUE,BGI (CG context)
chr07,gene,3153597,3157109,-,Os07g0158900,3151597,3159109,chr07,3156001,3156500,500,hypo,Os07g0158900,100,TRUE,BGI (CG context)
chr07,gene,3726683,3731161,-,Os07g0170300,3724683,3733161,chr07,3726501,3727000,500,hyper,Os07g0170300,63.6,TRUE,BGI (CG context)
chr07,gene,3982793,3986630,-,Os07g0175750,3980793,3988630,chr07,3983501,3984000,500,hyper,Os07g0175750,100,TRUE,BGI (CG context)
chr07,gene,4557242,4559678,+,Os07g0185800,4555242,4561678,chr07,4559001,4559500,500,hyper,Os07g0185800,100,TRUE,BGI (CG context)
chr07,gene,4719660,4722675,+,Os07g0188233,4717660,4724675,chr07,4721001,4721500,500,hypo,Os07g0188233,100,TRUE,BGI (CG context)
chr07,gene,7324275,7329317,-,Os07g0231900,7322275,7331317,chr07,7327501,7328000,500,hyper,Os07g0231900,100,TRUE,BGI (CG context)
chr07,gene,8136965,8141055,+,Os07g0246200,8134965,8143055,chr07,8138001,8138500,500,hyper,Os07g0246200,100,TRUE,BGI (CG context)
chr07,gene,8926134,8928872,+,Os07g0258000,8924134,8930872,chr07,8928001,8928500,500,hyper,Os07g0258000,100,TRUE,BGI (CG context)
chr07,gene,11535119,11544724,+,Os07g0295601,11533119,11546724,chr07,11541501,11542000,500,hypo,Os07g0295601,100,TRUE,BGI (CG context)
chr07,gene,13079421,13084590,+,Os07g0414900,13077421,13086590,chr07,13081001,13081500,500,hypo,Os07g0414900,100,TRUE,BGI (CG context)
chr07,gene,15191912,15193680,-,Os07g0445450,15189912,15195680,chr07,15192501,15193000,500,hyper,Os07g0445450,100,TRUE,BGI (CG context)
chr07,gene,18911787,18914891,+,Os07g0501700,18909787,18916891,chr07,18913001,18913500,500,hyper,Os07g0501700,100,TRUE,BGI (CG context)
chr07,gene,19538543,19545805,+,Os07g0511500,19536543,19547805,chr07,19544501,19545000,500,hyper,Os07g0511500,100,TRUE,BGI (CG context)
chr07,gene,20812882,20817921,+,Os07g0531700,20810882,20819921,chr07,20817001,20817500,500,hyper,Os07g0531700,100,TRUE,BGI (CG context)
chr07,gene,21378090,21381229,+,Os07g0541400,21376090,21383229,chr07,21379501,21380000,500,hyper,Os07g0541400,100,TRUE,BGI (CG context)
chr07,gene,21434654,21437604,-,Os07g0542400,21432654,21439604,chr07,21434501,21435000,500,hyper,Os07g0542400,69.4,TRUE,BGI (CG context)
chr07,gene,22634760,22637290,-,Os07g0564700,22632760,22639290,chr07,22636001,22636500,500,hyper,Os07g0564700,100,TRUE,BGI (CG context)
chr07,gene,22826946,22831523,+,Os07g0568100,22824946,22833523,chr07,22830001,22830500,500,hyper,Os07g0568100,100,TRUE,BGI (CG context)
chr07,gene,23650525,23654071,+,Os07g0583600,23648525,23656071,chr07,23652001,23652500,500,hyper,Os07g0583600,100,TRUE,BGI (CG context)
chr07,gene,25239766,25247925,+,Os07g0613300,25237766,25249925,chr07,25247501,25248000,500,hyper,Os07g0613300,85,TRUE,BGI (CG context)
chr07,gene,25530941,25534144,+,Os07g0618600,25528941,25536144,chr07,25533001,25533500,500,hyper,Os07g0618600,100,TRUE,BGI (CG context)
chr07,gene,26230671,26240841,+,Os07g0632600,26228671,26242841,chr07,26239501,26240000,500,hyper,Os07g0632600,100,TRUE,BGI (CG context)
chr07,gene,29155932,29158729,-,Os07g0686400,29153932,29160729,chr07,29157001,29157500,500,hyper,Os07g0686400,100,TRUE,BGI (CG context)
chr07,gene,29191197,29194187,+,Os07g0687000,29189197,29196187,chr07,29191001,29191500,500,hyper,Os07g0687000,60.8,TRUE,BGI (CG context)
chr07,gene,29633615,29638363,-,Os07g0695400,29631615,29640363,chr07,29636501,29637000,500,hyper,Os07g0695400,100,TRUE,BGI (CG context)
chr08,gene,63575,67520,-,Os08g0101000,61575,69520,chr08,64001,64500,500,hypo,Os08g0101000,100,TRUE,BGI (CG context)
chr08,gene,1833558,1836588,+,Os08g0132600,1831558,1838588,chr08,1836001,1836500,500,hyper,Os08g0132600,100,TRUE,BGI (CG context)
chr08,gene,1855105,1856895,-,Os08g0133200,1853105,1858895,chr08,1855501,1856000,500,hyper,Os08g0133200,100,TRUE,BGI (CG context)
chr08,gene,2576587,2581747,-,Os08g0145600,2574587,2583747,chr08,2577001,2577500,500,hypo,Os08g0145600,100,TRUE,BGI (CG context)
chr08,gene,3941121,3946520,-,Os08g0167400,3939121,3948520,chr08,3945501,3946000,500,hyper,Os08g0167400,100,TRUE,BGI (CG context)
chr08,gene,4550913,4557184,+,Os08g0177550,4548913,4559184,chr08,4555501,4556000,500,hyper,Os08g0177550,100,TRUE,BGI (CG context)
chr08,gene,4552111,4556216,-,Os08g0177600,4550111,4558216,chr08,4555501,4556000,500,hyper,Os08g0177600,100,TRUE,BGI (CG context)
chr08,gene,5609250,5612337,+,Os08g0197000,5607250,5614337,chr08,5612001,5612500,500,hyper,Os08g0197000,67.4,TRUE,BGI (CG context)
chr08,gene,6281221,6286663,-,Os08g0207800,6279221,6288663,chr08,6285001,6285500,500,hypo,Os08g0207800,100,TRUE,BGI (CG context)
chr08,gene,6866467,6870682,-,Os08g0216600,6864467,6872682,chr08,6869001,6869500,500,hyper,Os08g0216600,100,TRUE,BGI (CG context)
chr08,gene,7711067,7716513,+,Os08g0226232,7709067,7718513,chr08,7714001,7714500,500,hypo,Os08g0226232,100,TRUE,BGI (CG context)
chr08,gene,7714178,7716625,-,Os08g0226300,7712178,7718625,chr08,7714001,7714500,500,hypo,Os08g0226300,64.6,TRUE,BGI (CG context)
chr08,gene,8165310,8168702,-,Os08g0234400,8163310,8170702,chr08,8166501,8167000,500,hyper,Os08g0234400,100,TRUE,BGI (CG context)
chr08,gene,8229426,8237973,-,Os08g0235650,8227426,8239973,chr08,8229501,8230000,500,hyper,Os08g0235650,100,TRUE,BGI (CG context)
chr08,gene,8412054,8420579,+,Os08g0238600,8410054,8422579,chr08,8415501,8416000,500,hyper,Os08g0238600,100,TRUE,BGI (CG context)
chr08,gene,8415405,8417869,-,Os08g0238700,8413405,8419869,chr08,8415501,8416000,500,hyper,Os08g0238700,100,TRUE,BGI (CG context)
chr08,gene,10160233,10165699,+,Os08g0266700,10158233,10167699,chr08,10162501,10163500,1000,hyper,Os08g0266700,100,TRUE,BGI (CG context)
chr08,gene,10922470,10936171,+,Os08g0280200,10920470,10938171,chr08,10926001,10926500,500,hypo,Os08g0280200,100,TRUE,BGI (CG context)
chr08,gene,11263369,11266927,+,Os08g0285200,11261369,11268927,chr08,11264501,11265000,500,hyper,Os08g0285200,100,TRUE,BGI (CG context)
chr08,gene,11758735,11765193,+,Os08g0292900,11756735,11767193,chr08,11763501,11764000,500,hypo,Os08g0292900,100,TRUE,BGI (CG context)
chr08,gene,12906966,12913661,-,Os08g0308100,12904966,12915661,chr08,12912501,12913000,500,hyper,Os08g0308100,100,TRUE,BGI (CG context)
chr08,gene,13072680,13076026,+,Os08g0310100,13070680,13078026,chr08,13073501,13074000,500,hypo,Os08g0310100,100,TRUE,BGI (CG context)
chr08,gene,14331008,14338357,+,Os08g0326300,14329008,14340357,chr08,14335001,14335500,500,hypo,Os08g0326300,100,TRUE,BGI (CG context)
chr08,gene,16946485,16959993,-,Os08g0365900,16944485,16961993,chr08,16959001,16959500,500,hyper,Os08g0365900,100,TRUE,BGI (CG context)
chr08,gene,18581666,18583487,-,Os08g0392201,18579666,18585487,chr08,18582501,18583000,500,hypo,Os08g0392201,100,TRUE,BGI (CG context)
chr08,gene,18581667,18583904,+,Os08g0392300,18579667,18585904,chr08,18582501,18583000,500,hypo,Os08g0392300,100,TRUE,BGI (CG context)
chr08,gene,20186987,20192334,-,Os08g0421800,20184987,20194334,chr08,20187501,20188000,500,hyper,Os08g0421800,100,TRUE,BGI (CG context)
chr08,gene,20812503,20815627,-,Os08g0430500,20810503,20817627,chr08,20813001,20813500,500,hyper,Os08g0430500,100,TRUE,BGI (CG context)
chr08,gene,20813065,20814496,+,Os08g0430550,20811065,20816496,chr08,20813001,20813500,500,hyper,Os08g0430550,87.2,TRUE,BGI (CG context)
chr08,gene,21756526,21762118,-,Os08g0446200,21754526,21764118,chr08,21756501,21757000,500,hyper,Os08g0446200,95,TRUE,BGI (CG context)
chr08,gene,22277838,22279910,-,Os08g0454500,22275838,22281910,chr08,22279001,22279500,500,hypo,Os08g0454500,100,TRUE,BGI (CG context)
chr08,gene,24263164,24265097,+,Os08g0491000,24261164,24267097,chr08,24264501,24265000,500,hyper,Os08g0491000,100,TRUE,BGI (CG context)
chr08,gene,24394211,24406486,+,Os08g0494200,24392211,24408486,chr08,24394501,24395000,500,hyper,Os08g0494200,100,TRUE,BGI (CG context)
chr08,gene,24560893,24566089,+,Os08g0497300,24558893,24568089,chr08,24564001,24564500,500,hyper,Os08g0497300,100,TRUE,BGI (CG context)
chr08,gene,25031840,25039438,+,Os08g0506100,25029840,25041438,chr08,25032501,25033000,500,hypo,Os08g0506100,100,TRUE,BGI (CG context)
chr08,gene,26417799,26422222,+,Os08g0530400,26415799,26424222,chr08,26418501,26419000,500,hyper,Os08g0530400,100,TRUE,BGI (CG context)
chr08,gene,26652114,26655784,+,Os08g0534200,26650114,26657784,chr08,26653501,26654000,500,hyper,Os08g0534200,100,TRUE,BGI (CG context)
chr08,gene,26989664,26997637,+,Os08g0539700,26987664,26999637,chr08,26996001,26996500,500,hyper,Os08g0539700,100,TRUE,BGI (CG context)
chr09,gene,3620063,3633132,+,Os09g0248000,3618063,3635132,chr09,3631501,3632000,500,hyper,Os09g0248000,100,TRUE,BGI (CG context)
chr09,gene,3897476,3900527,-,Os09g0251100,3895476,3902527,chr09,3899001,3899500,500,hyper,Os09g0251100,100,TRUE,BGI (CG context)
chr09,gene,5798818,5806544,-,Os09g0278300,5796818,5808544,chr09,5800001,5800500,500,hyper,Os09g0278300,100,TRUE,BGI (CG context)
chr09,gene,10388116,10391400,-,Os09g0339601,10386116,10393400,chr09,10390001,10390500,500,hypo,Os09g0339601,100,TRUE,BGI (CG context)
chr09,gene,10399806,10405265,+,Os09g0339733,10397806,10407265,chr09,10400001,10400500,500,hypo,Os09g0339733,100,TRUE,BGI (CG context)
chr09,gene,10400010,10405717,-,Os09g0339800,10398010,10407717,chr09,10400001,10400500,500,hypo,Os09g0339800,98.2,TRUE,BGI (CG context)
chr09,gene,12431007,12434574,-,Os09g0372800,12429007,12436574,chr09,12431501,12432000,500,hyper,Os09g0372800,100,TRUE,BGI (CG context)
chr09,gene,13543588,13545119,+,Os09g0391800,13541588,13547119,chr09,13544001,13544500,500,hyper,Os09g0391800,100,TRUE,BGI (CG context)
chr09,gene,13875253,13879658,+,Os09g0397300,13873253,13881658,chr09,13876501,13877000,500,hyper,Os09g0397300,100,TRUE,BGI (CG context)
chr09,gene,15017999,15022887,+,Os09g0418250,15015999,15024887,chr09,15022501,15023000,500,hypo,Os09g0418250,77.4,TRUE,BGI (CG context)
chr09,gene,15752949,15762817,+,Os09g0431100,15750949,15764817,chr09,15758501,15759000,500,hyper,Os09g0431100,100,TRUE,BGI (CG context)
chr09,gene,18049940,18054249,-,Os09g0472301,18047940,18056249,chr09,18053001,18053500,500,hypo,Os09g0472301,100,TRUE,BGI (CG context)
chr09,gene,19215877,19219715,+,Os09g0497000,19213877,19221715,chr09,19217001,19217500,500,hyper,Os09g0497000,100,TRUE,BGI (CG context)
chr09,gene,19272541,19275771,-,Os09g0498500,19270541,19277771,chr09,19274501,19275000,500,hypo,Os09g0498500,100,TRUE,BGI (CG context)
chr09,gene,19363907,19368738,+,Os09g0500300,19361907,19370738,chr09,19365501,19366000,500,hyper,Os09g0500300,100,TRUE,BGI (CG context)
chr09,gene,19671252,19673388,+,Os09g0507400,19669252,19675388,chr09,19673001,19673500,500,hyper,Os09g0507400,77.6,TRUE,BGI (CG context)
chr09,gene,19783524,19786772,-,Os09g0509700,19781524,19788772,chr09,19785001,19785500,500,hyper,Os09g0509700,100,TRUE,BGI (CG context)
chr09,gene,19823916,19831332,-,Os09g0510700,19821916,19833332,chr09,19830001,19830500,500,hyper,Os09g0510700,100,TRUE,BGI (CG context)
chr09,gene,20272906,20273688,-,Os09g0519150,20270906,20275688,chr09,20273001,20273500,500,hyper,Os09g0519150,100,TRUE,BGI (CG context)
chr09,gene,20568029,20574897,-,Os09g0526200,20566029,20576897,chr09,20570001,20570500,500,hyper,Os09g0526200,100,TRUE,BGI (CG context)
chr09,gene,22654004,22657046,+,Os09g0567400,22652004,22659046,chr09,22655001,22655500,500,hyper,Os09g0567400,100,TRUE,BGI (CG context)
chr09,gene,22855317,22859057,+,Os09g0572200,22853317,22861057,chr09,22858501,22859000,500,hypo,Os09g0572200,100,TRUE,BGI (CG context)
chr09,gene,22897189,22902631,+,Os09g0572500,22895189,22904631,chr09,22899501,22900000,500,hyper,Os09g0572500,100,TRUE,BGI (CG context)
chr09,gene,22925577,22928730,-,Os09g0573100,22923577,22930730,chr09,22927001,22927500,500,hyper,Os09g0573100,100,TRUE,BGI (CG context)
chr10,gene,1355357,1356458,+,Os10g0121300,1353357,1358458,chr10,1356001,1356500,500,hypo,Os10g0121300,91.6,TRUE,BGI (CG context)
chr10,gene,1785224,1788076,-,Os10g0129100,1783224,1790076,chr10,1785501,1786000,500,hyper,Os10g0129100,100,TRUE,BGI (CG context)
chr10,gene,2044042,2057059,+,Os10g0132700,2042042,2059059,chr10,2045001,2045500,500,hypo,Os10g0132700,100,TRUE,BGI (CG context)
chr10,gene,2477209,2489739,+,Os10g0140200,2475209,2491739,chr10,2485501,2486000,500,hyper,Os10g0140200,100,TRUE,BGI (CG context)
chr10,gene,2477209,2489739,+,Os10g0140200,2475209,2491739,chr10,2486501,2487000,500,hyper,Os10g0140200,100,TRUE,BGI (CG context)
chr10,gene,2999345,3001254,-,Os10g0150300,2997345,3003254,chr10,3000501,3001000,500,hypo,Os10g0150300,100,TRUE,BGI (CG context)
chr10,gene,4744350,4747440,+,Os10g0168900,4742350,4749440,chr10,4745501,4746000,500,hyper,Os10g0168900,100,TRUE,BGI (CG context)
chr10,gene,5157636,5164933,-,Os10g0174548,5155636,5166933,chr10,5163501,5164000,500,hyper,Os10g0174548,100,TRUE,BGI (CG context)
chr10,gene,5157772,5164219,+,Os10g0174624,5155772,5166219,chr10,5163501,5164000,500,hyper,Os10g0174624,100,TRUE,BGI (CG context)
chr10,gene,13171237,13183557,+,Os10g0394400,13169237,13185557,chr10,13174001,13174500,500,hypo,Os10g0394400,100,TRUE,BGI (CG context)
chr10,gene,13919961,13925636,+,Os10g0406800,13917961,13927636,chr10,13925001,13925500,500,hyper,Os10g0406800,100,TRUE,BGI (CG context)
