"","Contexto","Elemento"
"11457","hyper - Azucena (CG context) - repeats","LTR_Os_chr_02_255#LTR/Gypsy"
"11458","hyper - Azucena (CG context) - repeats","ORSgTEMT00600395"
"11459","hyper - Azucena (CG context) - repeats","rn_22-13_retroryza#LTR"
"11460","hyper - Azucena (CG context) - repeats","LTR_Bd1_146#LTR"
"11461","hyper - Azucena (CG context) - repeats","LTR_Os_chr_03_545#LTR"
"11462","hyper - Azucena (CG context) - repeats","LTR_Os_chr_01_114#LTR"
"11463","hyper - Azucena (CG context) - repeats","MUDRN1_OS#DNA/MuDR"
"11464","hyper - Azucena (CG context) - repeats","LTR_Os_chr_07_1369#LTR"
"11465","hyper - Azucena (CG context) - repeats","LTR_Os_chr_04_686#LTR"
"11466","hyper - Azucena (CG context) - repeats","LTR_Sb_chr_09_619#LTR"
"11467","hyper - Azucena (CG context) - repeats","ORSgTEMT00101181"
"11468","hyper - Azucena (CG context) - repeats","LTR_Os_chr_06_1151#LTR"
"11469","hyper - Azucena (CG context) - repeats","LTR_Os_chr_06_1075#LTR"
"11470","hyper - Azucena (CG context) - repeats","ORSgTERT00100519"
"11471","hyper - Azucena (CG context) - repeats","OSTE17#DNA"
"11472","hyper - Azucena (CG context) - repeats","ORSgTEMT00100138"
"11473","hyper - Azucena (CG context) - repeats","LTR_Os_chr_05_975#LTR"
"11474","hyper - Azucena (CG context) - repeats","ORSgOTOT00000707"
"11475","hyper - Azucena (CG context) - repeats","ORSgTERT00100010"
"11476","hyper - Azucena (CG context) - repeats","OSLINE1-3#LINE"
"11477","hyper - Azucena (CG context) - repeats","ORSgTEMT00101240"
"11478","hyper - Azucena (CG context) - repeats","LTR_Os_chr_08_1457#LTR"
"11479","hyper - Azucena (CG context) - repeats","LTR_Os_chr_06_1071#LTR/Gypsy"
"11480","hyper - Azucena (CG context) - repeats","LTR_Os_chr_03_525#LTR"
"11481","hyper - Azucena (CG context) - repeats","OSMU4#DNA/MuDR"
"11482","hyper - Azucena (CG context) - repeats","LTR_Os_chr_09_1800#LTR"
"11483","hyper - Azucena (CG context) - repeats","LTR_Os_chr_08_1624#LTR/Gypsy"
"11484","hyper - Azucena (CG context) - repeats","ORSiTETNOOT00200"
"11485","hyper - Azucena (CG context) - repeats","TREP3422#DNA/En-Spm"
"11486","hyper - Azucena (CG context) - repeats","LTR_Os_chr_05_1000#LTR/Copia"
"11487","hyper - Azucena (CG context) - repeats","LTR_Os_chr_12_2325#LTR/Gypsy"
"11488","hyper - Azucena (CG context) - repeats","LTR_Os_chr_12_2340#LTR/Copia"
"11489","hypo - Azucena (CG context) - repeats","LTR_Os_chr_01_191#LTR"
"11490","hypo - Azucena (CG context) - repeats","ORSgTEMT00101487"
"11491","hypo - Azucena (CG context) - repeats","LTR_Os_chr_01_55#LTR/Copia"
"11492","hypo - Azucena (CG context) - repeats","ORSgTEMT00600505"
"11493","hypo - Azucena (CG context) - repeats","SEVERIN-2#DNA"
"11494","hypo - Azucena (CG context) - repeats","LTR_Os_chr_09_1736#LTR"
"11495","hypo - Azucena (CG context) - repeats","LTR_Os_chr_09_1785#LTR"
"11496","hypo - Azucena (CG context) - repeats","ORSiTETNOOT00116#DNA"
"11497","hypo - Azucena (CG context) - repeats","OSTE33#DNA/MuDR"
"11498","hypo - Azucena (CG context) - repeats","rn_216-127_retroryza#LTR"
"11499","hypo - Azucena (CG context) - repeats","LTR_Os_chr_01_167#LTR"
"11500","hypo - Azucena (CG context) - repeats","LTR_Os_chr_11_2096#LTR"
"11501","hypo - Azucena (CG context) - repeats","osr7_retroryza#LTR/Copia"
"11502","hypo - Azucena (CG context) - repeats","LINE-05_OS#LINE"
"11503","hypo - Azucena (CG context) - repeats","TREP3429#DNA/En-Spm"
"11504","hypo - Azucena (CG context) - repeats","ORSgTEMT00101004"
"11505","hypo - Azucena (CG context) - repeats","Osr31_AP003054-0#Other"
"11506","hypo - Azucena (CG context) - repeats","Os4_05_6L#LTR"
"11507","hypo - Azucena (CG context) - repeats","ORSgTEMT00101531"
"11508","hypo - Azucena (CG context) - repeats","ORSgTETN00200001"
"11509","hypo - Azucena (CG context) - repeats","ORSgTEMT00800060"
"11510","hypo - Azucena (CG context) - repeats","DS-RICE4N#DNA/hAT"
"11511","hypo - Azucena (CG context) - repeats","LTR_Os_chr_03_545#LTR"
"11512","hypo - Azucena (CG context) - repeats","ORSgOTOT00000198"
"11513","hypo - Azucena (CG context) - repeats","LTR_Os_chr_01_31#LTR"
"11514","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_975#LTR"
"11515","hypo - Azucena (CG context) - repeats","LTR_Os_chr_11_1964#LTR"
"11516","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_713#LTR"
"11517","hypo - Azucena (CG context) - repeats","LTR_Os_chr_02_325#LTR"
"11518","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1124#LTR/Gypsy"
"11519","hypo - Azucena (CG context) - repeats","TYPEU2#DNA"
"11520","hypo - Azucena (CG context) - repeats","LTR_Os_chr_01_201#LTR"
"11521","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_800#LTR"
"11522","hypo - Azucena (CG context) - repeats","ORSgTEMT00101493"
"11523","hypo - Azucena (CG context) - repeats","MERMITE#DNA"
"11524","hypo - Azucena (CG context) - repeats","ORSgTERT00100543"
"11525","hypo - Azucena (CG context) - repeats","LTR_Os_chr_02_408#LTR/Copia"
"11526","hypo - Azucena (CG context) - repeats","CLOUD-7#DNA/MuDR"
"11527","hypo - Azucena (CG context) - repeats","ORSgTEMT00101541"
"11528","hypo - Azucena (CG context) - repeats","LTR_Os_chr_03_435#LTR/Gypsy"
"11529","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_1051#LTR"
"11530","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1075#LTR"
"11531","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_858#LTR/Gypsy"
"11532","hypo - Azucena (CG context) - repeats","ORSiTEMT05300001#DNA/Mite"
"11533","hypo - Azucena (CG context) - repeats","rn_313-186_retroryza#LTR"
"11534","hypo - Azucena (CG context) - repeats","ORSiCMCM00100017"
"11535","hypo - Azucena (CG context) - repeats","OSLINE1-3#LINE"
"11536","hypo - Azucena (CG context) - repeats","CLOUD#DNA/MuDR"
"11537","hypo - Azucena (CG context) - repeats","MERMITE18B#DNA"
"11538","hypo - Azucena (CG context) - repeats","ORSiTEMT00100007#DNA/Mite"
"11539","hypo - Azucena (CG context) - repeats","LINE-4_OS#LINE"
"11540","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1078#LTR"
"11541","hypo - Azucena (CG context) - repeats","ORSiTEMT05300003#DNA/Mite"
"11542","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1138#LTR"
"11543","hypo - Azucena (CG context) - repeats","LTR_Os_chr_10_1834#LTR"
"11544","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_956#LTR/Copia"
"11545","hypo - Azucena (CG context) - repeats","ORSiTETN00200007"
"11546","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1130#LTR"
"11547","hypo - Azucena (CG context) - repeats","ORSiTETNOOT00055#DNA"
"11548","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_620#LTR"
"11549","hypo - Azucena (CG context) - repeats","rn_119-116_retroryza#LTR"
"11550","hypo - Azucena (CG context) - repeats","TRUNCATOR2_OS#LTR/Gypsy"
"11551","hypo - Azucena (CG context) - repeats","Os6_12_1B#LTR/Gypsy"
"11552","hypo - Azucena (CG context) - repeats","rn_305-180_retroryza#LTR"
"11553","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_718#LTR"
"11554","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_795#LTR"
"11555","hypo - Azucena (CG context) - repeats","MUDR1_OS#DNA/MuDR"
"11556","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_836#LTR/Gypsy"
"11557","hypo - Azucena (CG context) - repeats","MuDR2_OS#DNA/MuDR"
"11558","hypo - Azucena (CG context) - repeats","ORSgTEMT01900008"
"11559","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_775#LTR"
"11560","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_898#LTR/Gypsy"
"11561","hypo - Azucena (CG context) - repeats","LTR_Os_chr_03_497#LTR"
"11562","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1176#LTR"
"11563","hypo - Azucena (CG context) - repeats","SPMLIKE#DNA/En-Spm"
"11564","hypo - Azucena (CG context) - repeats","LTR_Os_chr_11_2023#LTR/Copia"
"11565","hypo - Azucena (CG context) - repeats","ORSiTEMT00100013#DNA/Mite"
"11566","hypo - Azucena (CG context) - repeats","LTR_Os_chr_08_1634#LTR"
"11567","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1062#LTR"
"11568","hypo - Azucena (CG context) - repeats","LTR_Os_chr_02_306#LTR"
"11569","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1114#LTR"
"11570","hypo - Azucena (CG context) - repeats","OSTE30#DNA/hAT"
"11571","hypo - Azucena (CG context) - repeats","OLO24#DNA/Mite"
"11572","hypo - Azucena (CG context) - repeats","LTR_Os_chr_08_1551#LTR/Gypsy"
"11573","hypo - Azucena (CG context) - repeats","STOWAWAY45_OS#DNA/Mite"
"11574","hypo - Azucena (CG context) - repeats","LTR_Os_chr_07_1279#LTR"
"11575","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_970#LTR"
"11576","hypo - Azucena (CG context) - repeats","ORSgTEMT00600217"
"11577","hypo - Azucena (CG context) - repeats","LTR_Os_chr_12_2224#LTR"
"11578","hypo - Azucena (CG context) - repeats","ENSPM4_OS#DNA/En-Spm"
"11579","hypo - Azucena (CG context) - repeats","rn_56-38_retroryza#LTR"
"11580","hypo - Azucena (CG context) - repeats","LTR_Os_chr_01_23#LTR/Copia"
"11581","hypo - Azucena (CG context) - repeats","ORSgTEMT02900010"
"11582","hypo - Azucena (CG context) - repeats","LTR_Os_chr_02_353#LTR/Gypsy"
"11583","hypo - Azucena (CG context) - repeats","LTR_Os_chr_06_1194#LTR"
"11584","hypo - Azucena (CG context) - repeats","Os5_05_3L#LTR"
"11585","hypo - Azucena (CG context) - repeats","ORSiCMCM00100015"
"11586","hypo - Azucena (CG context) - repeats","ORSiTETNOOT00178"
"11587","hypo - Azucena (CG context) - repeats","TNR11#DNA/Mite"
"11588","hypo - Azucena (CG context) - repeats","ORSiTETN00200009#DNA/En-Spm"
"11589","hypo - Azucena (CG context) - repeats","ORSgTEMT00100275"
"11590","hypo - Azucena (CG context) - repeats","CPR1__LiL#LTR/Copia"
"11591","hypo - Azucena (CG context) - repeats","LTR_Os_chr_08_1493#LTR/Copia"
"11592","hypo - Azucena (CG context) - repeats","LTR_Bd1_186#LTR"
"11593","hypo - Azucena (CG context) - repeats","LTR_Os_chr_02_286#LTR"
"11594","hypo - Azucena (CG context) - repeats","LTR_Os_chr_09_1802#LTR"
"11595","hypo - Azucena (CG context) - repeats","ORSgOTOT00000707"
"11596","hypo - Azucena (CG context) - repeats","MERMITEH#DNA"
"11597","hypo - Azucena (CG context) - repeats","CACTA-F#DNA/En-Spm"
"11598","hypo - Azucena (CG context) - repeats","OSLINE1-4#LINE"
"11599","hypo - Azucena (CG context) - repeats","MERMITE18A#DNA"
"11600","hypo - Azucena (CG context) - repeats","LTR_Os_chr_10_1884#LTR/Gypsy"
"11601","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_881#LTR"
"11602","hypo - Azucena (CG context) - repeats","LTR_Os_chr_10_1909#LTR"
"11603","hypo - Azucena (CG context) - repeats","LTR_Os_chr_12_2162#LTR/Copia"
"11604","hypo - Azucena (CG context) - repeats","LTR_Os_chr_05_940#LTR"
"11605","hypo - Azucena (CG context) - repeats","ORSgTEMT00800029"
"11606","hypo - Azucena (CG context) - repeats","LTR_Os_chr_10_1947#LTR/Gypsy"
"11607","hypo - Azucena (CG context) - repeats","LTR_Os_chr_03_519#LTR"
"11608","hypo - Azucena (CG context) - repeats","LTR_Os_chr_11_2018#LTR"
"11609","hypo - Azucena (CG context) - repeats","LTR_Os_chr_10_1962#LTR"
"11610","hypo - Azucena (CG context) - repeats","ORSiTERTOOT00012#LINE"
"11611","hypo - Azucena (CG context) - repeats","ORSgTEMT01800057"
"11612","hypo - Azucena (CG context) - repeats","TYPEU1#DNA"
"11613","hypo - Azucena (CG context) - repeats","rn_314-187_retroryza#LTR"
"11614","hypo - Azucena (CG context) - repeats","TREP3420#DNA/En-Spm"
"11615","hypo - Azucena (CG context) - repeats","LTR_Os_chr_04_709#LTR"
"11616","hypo - Azucena (CG context) - repeats","LTR_Os_chr_07_1354_2frag#LTR"
"11617","hypo - Azucena (CG context) - repeats","LTR_Os_chr_11_2013#LTR/Gypsy"
"11618","hypo - Azucena (CG context) - repeats","LTR_Os_chr_12_2328#LTR"
"11619","hypo - Azucena (CG context) - repeats","MDR1#DNA/MuDR"
"11620","hypo - Azucena (CG context) - repeats","LTR_Os_chr_03_527#LTR"
"11621","hypo - Azucena (CHG context) - repeats","osr29_retroryza#LTR/Gypsy"
"11622","hypo - Azucena (CHG context) - repeats","ORSgTEMT00100257"
"11623","hypo - Azucena (CHG context) - repeats","LINE-05_OS#LINE"
"11624","hypo - Azucena (CHG context) - repeats","ORSgTETNOOT01776"
"11625","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_34#LTR"
"11626","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_17#LTR"
"11627","hypo - Azucena (CHG context) - repeats","ORSgTEMT01601672"
"11628","hypo - Azucena (CHG context) - repeats","MuDR3_OS#DNA/MuDR"
"11629","hypo - Azucena (CHG context) - repeats","CACTA-D#DNA/En-Spm"
"11630","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_26#LTR"
"11631","hypo - Azucena (CHG context) - repeats","SINE9_OS#SINE"
"11632","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_11_1966#LTR"
"11633","hypo - Azucena (CHG context) - repeats","MERMITEH#DNA"
"11634","hypo - Azucena (CHG context) - repeats","ORSgTETNOOT02181"
"11635","hypo - Azucena (CHG context) - repeats","ORSgTEMT00300052"
"11636","hypo - Azucena (CHG context) - repeats","MERMITE18B#DNA"
"11637","hypo - Azucena (CHG context) - repeats","SZ-44_LTR#LTR"
"11638","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_191#LTR"
"11639","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_09_1711#LTR"
"11640","hypo - Azucena (CHG context) - repeats","ORSgTEMT00100315"
"11641","hypo - Azucena (CHG context) - repeats","ORSgTETN00200001"
"11642","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_03_487#LTR/Gypsy"
"11643","hypo - Azucena (CHG context) - repeats","OSTE30#DNA/hAT"
"11644","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_03_545#LTR"
"11645","hypo - Azucena (CHG context) - repeats","ORSgTETNOOT00270"
"11646","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_08_1624#LTR/Gypsy"
"11647","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_09_1783#LTR/Gypsy"
"11648","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_07_1354_2frag#LTR"
"11649","hypo - Azucena (CHG context) - repeats","ORSgTEMT00901662"
"11650","hypo - Azucena (CHG context) - repeats","DITAILA#DNA/Mite"
"11651","hypo - Azucena (CHG context) - repeats","ORSiTEMT05300001#DNA/Mite"
"11652","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_10_1937#LTR"
"11653","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_11_2133#LTR"
"11654","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_06_1122#LTR"
"11655","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_03_525#LTR"
"11656","hypo - Azucena (CHG context) - repeats","ORSgTERT00100650"
"11657","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_12_2328#LTR"
"11658","hypo - Azucena (CHG context) - repeats","ENSPM7_OS#DNA/En-Spm"
"11659","hypo - Azucena (CHG context) - repeats","ORSgOTOT00000707"
"11660","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_12_2193#LTR"
"11661","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_132#LTR"
"11662","hypo - Azucena (CHG context) - repeats","ORSiTETNOOT00087#LTR/Gypsy"
"11663","hypo - Azucena (CHG context) - repeats","ORSiTETNOOT00115#DNA"
"11664","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_07_1360#LTR"
"11665","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_07_1349#LTR"
"11666","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_161#LTR"
"11667","hypo - Azucena (CHG context) - repeats","ORSiTETNOOT00094#DNA"
"11668","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_167#LTR"
"11669","hypo - Azucena (CHG context) - repeats","OSTE15#DNA"
"11670","hypo - Azucena (CHG context) - repeats","ORSgTEMT00100909"
"11671","hypo - Azucena (CHG context) - repeats","SINE03_OS#SINE"
"11672","hypo - Azucena (CHG context) - repeats","CACTA-F#DNA/En-Spm"
"11673","hypo - Azucena (CHG context) - repeats","ORSgTEMT00600160"
"11674","hypo - Azucena (CHG context) - repeats","ORSgTEMT03000050"
"11675","hypo - Azucena (CHG context) - repeats","ORSgTEMT01600645"
"11676","hypo - Azucena (CHG context) - repeats","XIKE#DNA/MuDR"
"11677","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_227#LTR"
"11678","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_02_231#LTR/Copia"
"11679","hypo - Azucena (CHG context) - repeats","rn_313-186_retroryza#LTR"
"11680","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_217#LTR"
"11681","hypo - Azucena (CHG context) - repeats","DASIA-2#DNA/MuDR"
"11682","hypo - Azucena (CHG context) - repeats","ORSiTEMT00100007#DNA/Mite"
"11683","hypo - Azucena (CHG context) - repeats","Os1_19_1L#Retroelement"
"11684","hypo - Azucena (CHG context) - repeats","STOWAWAY32_OS#DNA/Mite"
"11685","hypo - Azucena (CHG context) - repeats","ORSgTEMT05000088"
"11686","hypo - Azucena (CHG context) - repeats","ORSgTEMT00600572"
"11687","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_02_257#LTR/Copia"
"11688","hypo - Azucena (CHG context) - repeats","ORSgTEMT00600416"
"11689","hypo - Azucena (CHG context) - repeats","MUDRN2_OS#DNA/MuDR"
"11690","hypo - Azucena (CHG context) - repeats","ORSgTETNOOT01943"
"11691","hypo - Azucena (CHG context) - repeats","F524#SINE"
"11692","hypo - Azucena (CHG context) - repeats","ORSiTETNOOT00091#DNA"
"11693","hypo - Azucena (CHG context) - repeats","STOWAWAY42_OS#DNA/Mite"
"11694","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_02_304#LTR/Gypsy"
"11695","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_01_31#LTR"
"11696","hypo - Azucena (CHG context) - repeats","OSLINE1-4#LINE"
"11697","hypo - Azucena (CHG context) - repeats","Osr31_AP003054-0#Other"
"11698","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_09_1785#LTR"
"11699","hypo - Azucena (CHG context) - repeats","SETARIA2#DNA/MuDR"
"11700","hypo - Azucena (CHG context) - repeats","ORSgTEMT00101201"
"11701","hypo - Azucena (CHG context) - repeats","LTR_Os_chr_02_338#LTR/Gypsy"
"11702","hypo - Azucena (CHG context) - repeats","STOWAWAY11_OS#DNA/Mite"
"11703","hypo - Azucena (CHG context) - repeats","ORSgTETNOOT01813"
